first,second,third,fourth,fifth,sixth,seventh,eighth,ninth
6,12,6,50,40,29,6,6,2
0,0,0,0,0,0,0,0,0
5,5,3,42,40,23,15,9,2
6,7,3,20,29,15,7,5,1
1,9,1,18,4,15,1,3,0
11,29,19,94,79,63,33,8,5
4,13,4,32,19,16,14,2,1
0,0,0,0,0,0,0,0,0
3,21,7,66,28,32,11,7,1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
