"first","second","third","fourth","fifth","sixth","seventh","eighth","ninth"
4,10,8,50,17,24,5,1,0
3,3,1,12,3,2,2,0,0
1,9,7,48,29,27,7,0,0
6,10,2,17,9,8,4,1,0
8,13,10,26,12,17,6,2,1
1,9,7,13,7,10,6,0,1
5,6,3,18,9,14,1,0,0
5,6,5,31,20,13,6,2,0
4,7,5,31,22,23,3,2,1
6,15,4,35,20,27,5,3,0
